locationname,type,final_address,Postcode,Latitude,Longitude
Friends of Crown Heights Educational Center #11,prek,"995 Carroll Street, Brooklyn NY 11225",11225,40.66771,-73.957331
Be Above 37,prek,"570 Crown Street, Brooklyn NY 11213",11213,40.665652,-73.939237
All My Children Day Care 10,prek,"420 Lefferts Avenue, Brooklyn NY 11225",11225,40.662571,-73.947213
Friends of Crown Heights 10,prek,"1491 Bedford Avenue, Brooklyn NY 11216",11216,40.671739,-73.954672
All My Children # 11,prek,"317 Rogers Avenue, Brooklyn NY 11225",11225,40.665683,-73.953667
Infant and Child Learning Center,prek,"670 Parkside Avenue, Brooklyn NY 11226",11226,40.656185,-73.951251
"The Little Darlings Day Care Center, Inc.",prek,"1531 Nostrand Avenue, Brooklyn NY 11226",11226,40.648768,-73.949343
P.S. 244 Richard R. Green,prek,"5404 Tilden Avenue, Brooklyn NY 11203",11203,40.648423,-73.925948
"Community Parents, Inc.",prek,"60 East 93rd Street, Brooklyn NY 11212",11212,40.662494,-73.927007
Friends of Crown Heights #16,prek,"963 Park Place, Brooklyn NY 11213",11213,40.673192,-73.945799
Friends of Crown Heights 2,prek,"671 Prospect Place, Brooklyn NY 11216",11216,40.674695,-73.954594
Pre-School Minds DCC,prek,"3316-18 Church Avenue, Brooklyn NY 11203",11203,40.650957,-73.946419
G.A.T.E.D. Academy,prek,"1019 Church Avenue, Brooklyn NY 11218",11218,40.646714,-73.970047
Friends of Crown Heights 9,prek,"813 Sterling Place, Brooklyn NY 11216",11216,40.672613,-73.95161
Ella Baker Charles Romain CDC of Medgar Evers,prek,"1150 Carroll Street, Brooklyn NY 11225",11225,40.667253,-73.952195
Yeled V'Yalda 667,prek,"667 Eastern Parkway, Brooklyn NY 11213",11213,40.669635,-73.946205
Inner Force Tots,prek,"1181 East New York Avenue, Brooklyn NY 11212",11212,40.666781,-73.923498
Saint Johns Place Family Center Day Care Program,prek,"1620 Saint Johns Place, Brooklyn NY 11233",11233,40.670202,-73.924133
"Roger Day Care, Inc.",prek,"775 Rogers Avenue, Brooklyn NY 11226",11226,40.652016,-73.952602
Higher Level,prek,"2401 Beverley Road, Brooklyn NY 11226",11226,40.64479,-73.954622
P.S. 235 Janice Marie Knight School,prek,"525 Lenox Road, Brooklyn NY 11203",11203,40.654704,-73.941089
Effie B.s Early Childhood Development Center Corp.,prek,"1171 Eastern Parkway, Brooklyn NY 11213",11213,40.668726,-73.929617
Honeydew Drop Playhouse,prek,"1113 Church Avenue, Brooklyn NY 11218",11218,40.647079,-73.969106
Blue Star Day Care Center,prek,"2217 Caton Avenue, Brooklyn NY 11226",11226,40.652781,-73.956775
BKA Utica,prek,"250 Utica Avenue, Brooklyn NY 11213",11213,40.670102,-73.931011
Candy Kid's Day Care Center,prek,"3212 Church Avenue, Brooklyn NY 11226",11226,40.650903,-73.947424
"High Definition Day Care, Inc.",prek,"337 Lenox Road, Brooklyn NY 11226",11226,40.654263,-73.948315
P.S. 66,prek,"845 East 96th Street, Brooklyn NY 11236",11236,40.64883,-73.907774
P.S. 114 Ryder Elementary,prek,"1077 Remsen Avenue, Brooklyn NY 11236",11236,40.642792,-73.908806
P.S. 115 Daniel Mucatel School,prek,"1500 East 92nd Street, Brooklyn NY 11236",11236,40.635015,-73.897262
P.S. 135 Sheldon A. Brookner,prek,"684 Linden Boulevard, Brooklyn NY 11203",11203,40.65364,-73.933114
P.S. 208 Elsa Ebeling,prek,"4801 Avenue D, Brooklyn NY 11203",11203,40.642031,-73.931151
P.S. 219 Kennedy-King,prek,"1060 Clarkson Avenue, Brooklyn NY 11212",11212,40.659288,-73.922919
P.S. 233 Langston Hughes,prek,"9301 Avenue B, Brooklyn NY 11236",11236,40.651022,-73.91402
Saint Mark School,prek,"2602 East 19th Street, Brooklyn NY 11235",11235,40.588254,-73.950523
P.S. 268 Emma Lazarus,prek,"133 East 53rd Street, Brooklyn NY 11203",11203,40.657131,-73.928018
P.S. 272 Curtis Estabrook,prek,"101-24 Seaview Avenue, Brooklyn NY 11236",11236,40.635916,-73.886412
P.S. 276 Louis Marshall,prek,"1070 East 83rd Street, Brooklyn NY 11236",11236,40.634085,-73.907925
P.S. 279 Herman Schreiber,prek,"1070 East 104th Street, Brooklyn NY 11236",11236,40.644203,-73.892264
Battalion Christian Academy,prek,"661 Linden Boulevard, Brooklyn NY 11203",11203,40.653599,-73.93403
St. Catherine of Genoa ~ St. Therese of Lisieux Catholic Academy,prek,"4410 Avenue D, Brooklyn NY 11203",11203,40.641786,-73.934924
Hebrew Educational Society,prek,"9502 Seaview Avenue, Brooklyn NY 11236",11236,40.632808,-73.89122
Be Above #27,prek,"779 East 49th Street, Brooklyn NY 11203",11203,40.64264,-73.930408
"Raven's Early Childhood Center, Inc.",prek,"1102 East 92nd Street, Brooklyn NY 11236",11236,40.6424,-73.906147
Great Oaks Academy,prek,"4718 Farragut Road, Brooklyn NY 11203",11203,40.637305,-73.931174
Children's Center at SUNY Brooklyn,prek,"440 Lenox Road, Brooklyn NY 11203",11203,40.6545,-73.944495
Traditional Day Care Center,prek,"1112 Winthrop Street, Brooklyn NY 11212",11212,40.662008,-73.923061
Yeled V'Yalda 407,prek,"407 East 53rd Street, Brooklyn NY 11203",11203,40.64967,-73.927219
Friends of Crown Heights 4,prek,"141 East 40th Street, Brooklyn NY 11203",11203,40.65228,-73.940122
Breukelen Early Childhood Development Center,prek,"717 East 105th Street, Brooklyn NY 11236",11236,40.648672,-73.895937
Breukelen Head Start,prek,"715 East 105th Street, Brooklyn NY 11236",11236,40.648732,-73.896005
Yeled V'Yalda 6012,prek,"6002 Farragut Road, Brooklyn NY 11236",11236,40.637519,-73.919057
Birch Family Services,prek,"475 East 57th Street, Brooklyn NY 11203",11203,40.643889,-73.922732
"Little Einsteins of Canarsie, LLC",prek,"8413 Avenue K, Brooklyn NY 11236",11236,40.634314,-73.906386
Clarkson Early Childhood Center,prek,"8801 Glenwood Road, Brooklyn NY 11236",11236,40.640846,-73.909018
"Faces of the Future Early Learning Center, LLC",prek,"1080 Utica Avenue, Brooklyn NY 11203",11203,40.64671,-73.929856
Bryan's Educational Center,prek,"3922 Church Avenue, Brooklyn NY 11203",11203,40.651237,-73.94067
Learning Zone,prek,"1729 Rockaway Parkway, Brooklyn NY 11236",11236,40.639342,-73.895847
Canope Day Care,prek,"9303 Avenue L, Brooklyn NY 11236",11236,40.636819,-73.898189
P.S. 7 Abraham Lincoln,prek,"858 Jamaica Avenue, Brooklyn NY 11208",11208,40.689697,-73.873109
P.S. 13 Roberto Clemente,prek,"557 Pennsylvania Avenue, Brooklyn NY 11207",11207,40.663673,-73.893754
P.S. 328 Phyllis Wheatley,prek,"330 Alabama Avenue, Brooklyn NY 11207",11207,40.668167,-73.897835
P.S. 89 Cypress Hills,prek,"265 Warwick Street, Brooklyn NY 11207",11207,40.677697,-73.886936
P.S. 108 Sal Abbracciamento,prek,"200 Linwood Street, Brooklyn NY 11208",11208,40.681268,-73.884063
P.S. 149 Danny Kaye,prek,"700 Sutter Avenue, Brooklyn NY 11207",11207,40.669719,-73.892822
P.S. 158 Warwick,prek,"400 Ashford Street, Brooklyn NY 11207",11207,40.672579,-73.884803
P.S. 190 Sheffield,prek,"590 Sheffield Avenue, Brooklyn NY 11207",11207,40.662326,-73.894441
P.S. 202 Ernest S. Jenkyns,prek,"982 Hegeman Avenue, Brooklyn NY 11208",11208,40.666417,-73.876563
P.S. 213 New Lots,prek,"580 Hegeman Avenue, Brooklyn NY 11207",11207,40.66051,-73.890288
P.S. 214 Michael Friedsam,prek,"2944 Pitkin Avenue, Brooklyn NY 11208",11208,40.676513,-73.863151
P.S. 224 Hale A. Woodruff,prek,"757 Wortman Avenue, Brooklyn NY 11208",11208,40.664075,-73.866092
P.S. 273 Wortman,prek,"923 Jerome Street, Brooklyn NY 11207",11207,40.657922,-73.879354
P.S. 290 Juan Morel Campos,prek,"135 Schenck Avenue, Brooklyn NY 11207",11207,40.67789,-73.889758
P.S. 306 Ethan Allen,prek,"970 Vermont Street, Brooklyn NY 11207",11207,40.655997,-73.886547
The Fresh Creek School,prek,"875 Williams Avenue, Brooklyn NY 11207",11207,40.654031,-73.894854
P.S. 345 Patrolman Robert Bolden,prek,"111 Berriman Street, Brooklyn NY 11208",11208,40.676129,-73.880337
P.S. 346 Abe Stark,prek,"1400 Pennsylvania Avenue, Brooklyn NY 11239",11239,40.64726,-73.881114
Brooklyn Gardens Elementary School,prek,"574 Dumont Avenue, Brooklyn NY 11207",11207,40.665798,-73.897723
East New York Elementary School of Excellence,prek,"605 Shepherd Avenue, Brooklyn NY 11208",11208,40.669387,-73.879614
Be-Er Hagolah Institutes,prek,"671 Louisiana Avenue, Brooklyn NY 11239",11239,40.645638,-73.883643
University Settlement Children's Corner,prek,"565 Livonia Avenue, Brooklyn NY 11207",11207,40.664416,-73.896352
Saint Peter's Preschool,prek,"109 Highland Place, Brooklyn NY 11208",11208,40.682594,-73.881465
Urban Strategies 1,prek,"1091 Sutter Avenue, Brooklyn NY 11208",11208,40.671892,-73.878197
Cypress Hills CCC,prek,"108 Pine Street, Brooklyn NY 11208",11208,40.68407,-73.873386
Urban Strategies 5 - Georgia L. McMurray ECDC,prek,"675 Lincoln Avenue, Brooklyn NY 11208",11208,40.672675,-73.866436
PAL Arnold and Marie Schwartz Early Learn Center,prek,"452 Pennsylvania Avenue, Brooklyn NY 11207",11207,40.666064,-73.894388
Friends of Crown Heights Educational Center,prek,"921 Hegeman Avenue, Brooklyn NY 11208",11208,40.665508,-73.878716
P.S. 229 Dyker,prek,"1400 Benson Avenue, Brooklyn NY 11228",11228,40.610963,-74.013376
Friends of Crown Heights 19,prek,"370 New Lots Avenue, Brooklyn NY 11207",11207,40.66168,-73.893433
Friends of Crown Heights 16,prek,"668 Logan Street, Brooklyn NY 11208",11208,40.669503,-73.874884
Friends of Crown Heights 15,prek,"2505 Pitkin Avenue, Brooklyn NY 11208",11208,40.674284,-73.879746
Friends of Crown Heights 18,prek,"851 Liberty Avenue, Brooklyn NY 11208",11208,40.677112,-73.878165
Blake & Milford DCC,prek,"334 Milford Street, Brooklyn NY 11208",11208,40.670868,-73.876187
Boulevard Nursery School,prek,"2150 Linden Boulevard, Brooklyn NY 11207",11207,40.661593,-73.883597
Sylvia Klein Child Care Center,prek,"720 Euclid Avenue, Brooklyn NY 11208",11208,40.669298,-73.870437
Help I,prek,"515 Blake Avenue, Brooklyn NY 11207",11207,40.667082,-73.899963
Recreation Rooms and Settlement Starrett Early Learning,prek,"125 Schrooeders Avenue, Brooklyn NY 11239",,,
United Community DCC,prek,"613 New Lots Avenue, Brooklyn NY 11207",11207,40.664728,-73.886561
Recreation Rooms and Settlement Starrett Early Learning,prek,"1325 Pennsylvania Avenue, Brooklyn NY 11239",11239,40.648321,-73.882265
Friends of Crown Heights Educational Center #5,prek,"374 Pine Street, Brooklyn NY 11208",11208,40.67646,-73.871234
Urban Strategies 3,prek,"1152 Elton Street, Brooklyn NY 11239",11208,40.655121,-73.873052
"Baybee Lounge Daycare, Inc.",prek,"2745 Atlantic Avenue, Brooklyn NY 11207",11207,40.676183,-73.892876
"A Castle For Classy Kids Learning Center, Inc.",prek,"2570 Pitkin Avenue, Brooklyn NY 11208",11208,40.6746,-73.877427
Trey Whitfield School,prek,"17 Hinsdale Street, Brooklyn NY 11207",11207,40.674961,-73.901487
P.S. 48 Mapleton,prek,"6015 18th Avenue, Brooklyn NY 11204",11204,40.621871,-73.987396
P.S. 112 Lefferts Park,prek,"7115 15th Avenue, Brooklyn NY 11228",11228,40.61978,-74.000792
P.S. 164 Caesar Rodney,prek,"4211 14th Avenue, Brooklyn NY 11219",11219,40.637486,-73.985955
P.S. 179 Kensington,prek,"202 Avenue C, Brooklyn NY 11218",11218,40.640463,-73.977642
The SEEALL Academy,prek,"5601 16th Avenue, Brooklyn NY 11204",11204,40.627029,-73.989672
P.S. 192 The Magnet School for Math and Science Inquiry,prek,"4715 18th Avenue, Brooklyn NY 11204",11204,40.629303,-73.979995
P.S. 200 Benson School,prek,"1940 Benson Avenue, Brooklyn NY 11214",11214,40.603188,-74.001408
P.S. 204 Vince Lombardi,prek,"8101 15th Avenue, Brooklyn NY 11228",11228,40.614159,-74.006638
P.S. 205 Clarion,prek,"6701 20th Avenue, Brooklyn NY 11204",11204,40.61527,-73.987149
Adelphi Academy of Brooklyn,prek,"8515 Ridge Boulevard, Brooklyn NY 11209",11209,40.624746,-74.03347
Bais Sarah School,prek,"6101 16th Avenue, Brooklyn NY 11204",11204,40.624186,-73.99263
Bais Tziporah,prek,"1449 39th Street, Brooklyn NY 11218",11218,40.638647,-73.982997
Zion Day Care,prek,"5000 14th Avenue, Brooklyn NY 11219",11219,40.633057,-73.990593
Gan Day Care Center,prek,"4206-10 15th Avenue, Brooklyn NY 11219",11219,40.636182,-73.983758
Dimitrios & Georgia Kaloidis PS of Holy Cross GOC,prek,"8502 Ridge Boulevard, Brooklyn NY 11209",11209,40.624826,-74.033459
Gateway City Academy,prek,"257 Bay Ridge Avenue, Brooklyn NY 11220",11220,40.636018,-74.026914
St. Anselm Catholic Academy,prek,"365 83rd Street, Brooklyn NY 11209",11209,40.625297,-74.028499
Heartshare Human Services of New York,prek,"1825 Bath Avenue, Brooklyn NY 11214",11214,40.603405,-74.005247
Yeshiva HeadStart 40th Street,prek,"1402 40th Street, Brooklyn NY 11218",11218,40.63851,-73.984316
Talmud Torah Ohr Moshe,prek,"1774 58th Street, Brooklyn NY 11204",11204,40.623606,-73.986815
Guild for Exceptional Children,prek,"1273 57th Street, Brooklyn NY 11219",11219,40.630998,-73.997511
"Long Xing Day Care Center, Inc.",prek,"762 59th Street, Brooklyn NY 11220",11220,40.636611,-74.009854
Bambi Day Care IV,prek,"405 81st Street, Brooklyn NY 11209",11209,40.626187,-74.02632
"Yeled V'Yalda ECC, Inc.",prek,"600 McDonald Avenue, Brooklyn NY 11218",11218,40.639418,-73.978914
Shalva UPK I,prek,"1363 50th Street, Brooklyn NY 11219",11219,40.633685,-73.991389
"Yeled V'Yalda ECC, Inc.",prek,"1349/53 50th Street, Brooklyn NY 11219",,,
Brooklyn Chinese American Association,prek,"812 54th Street, Brooklyn NY 11220",11220,40.638557,-74.005531
Beth Jacob Day Care Center,prek,"1363 46th Street, Brooklyn NY 11219",11219,40.635922,-73.989058
"Brooklyn Child Care, Inc.",prek,"800 Poly Place, Brooklyn NY 11209",11209,40.609263,-74.02399
Mother Love,prek,"1681 49th Street, Brooklyn NY 11204",11204,40.629973,-73.98373
NYL - William O'Connor,prek,"420 95th Street, Brooklyn NY 11209",11209,40.615448,-74.030699
Our Saviour's Lutheran Preschool,prek,"414 80th Street, Brooklyn NY 11209",11209,40.626829,-74.025967
Smart Start Early Childhood Center,prek,"8411 Fort Hamilton Parkway, Brooklyn NY 11209",11209,40.621318,-74.02313
"Star America, Inc.",prek,"880 60th Street, Brooklyn NY 11220",11220,40.634528,-74.007977
"Tiny Tots Playhouse, LLC",prek,"243 88th Street, Brooklyn NY 11209",11209,40.622378,-74.033
Gan Yisroel,prek,"3909 15th Avenue, Brooklyn NY 11218",11218,40.637845,-73.981999
Brooklyn Chinese American Association,prek,"6409 20th Avenue, Brooklyn NY 11204",11204,40.616996,-73.985354
Edith and Karl Marks JCH of Bensonhurst,prek,"7802 Bay Parkway, Brooklyn NY 11214",11214,40.606369,-73.989235
Happy Dragon Children and Family Center,prek,"5805 7th Avenue, Brooklyn NY 11220",11220,40.63786,-74.010669
Bumble Bees R Us 8,prek,"5721 6th Avenue, Brooklyn NY 11220",11220,40.639688,-74.012355
Ring Around The Rosie,prek,"7106 13th Avenue, Brooklyn NY 11228",11228,40.622478,-74.005176
Kindstart Preschool,prek,"7702 New Utrecht Avenue, Brooklyn NY 11214",11214,40.614044,-74.000443
Beth Jacob of Borough Park,prek,"1371 46th Street, Brooklyn NY 11219",11219,40.635845,-73.988932
Bnos Chaya,prek,"4511 14th Avenue, Brooklyn NY 11219",11219,40.635809,-73.987703
IP Kids Montessori,prek,"850 50th Street, Brooklyn NY 11220",11220,40.640435,-74.002598
Al Madinah School Site 2,prek,"2015 64th Street, Brooklyn NY 11204",11204,40.616804,-73.984692
LPBC Day Care,prek,"7524 14th Avenue, Brooklyn NY 11228",11228,40.618784,-74.005436
Stillwell Avenue Prep School,prek,"6420 Bay Parkway, Brooklyn NY 11204",11204,40.614276,-73.981
Angel Early Childhood Development Center,prek,"1436 67th Street, Brooklyn NY 11219",11219,40.622942,-73.999643
"Yeshivat Beth Hillel of Krasna, Inc.",prek,"1360 42nd Street, Brooklyn NY 11219",11219,40.63817,-73.986773
Seeds of Unity,prek,"5816 13th Avenue, Brooklyn NY 11219",11219,40.629843,-73.997521
Kiddieprise-1520 86th Street,prek,"1520 86th Street, Brooklyn NY 11228",11228,40.611107,-74.009033
"Little Brilliant Minds, Inc.",prek,"5916 20th Avenue, Brooklyn NY 11204",11204,40.619815,-73.98245
Little Sunshine Preschool,prek,"1815 85th Street, Brooklyn NY 11214",11214,40.607399,-74.001235
Okie Dokie Day Care,prek,"1002 65th Street, Brooklyn NY 11219",11219,40.629749,-74.007771
Sweet Home Day Care Center,prek,"927 McDonald Avenue, Brooklyn NY 11218",11218,40.631512,-73.977299
Treasure Island,prek,"347 74th Street, Brooklyn NY 11209",11209,40.631852,-74.026203
"Happy Scholars, Inc.",prek,"7806 New Utrecht Avenue, Brooklyn NY 11214",11214,40.613248,-74.000677
"My Sunshine Kids, Inc.",prek,"928 55th Street, Brooklyn NY 11219",11219,40.636458,-74.003567
Little Hands and Feet School,prek,"1270 Bay Ridge Parkway, Brooklyn NY 11228",11228,40.620763,-74.008202
Redeemer St. John's Nursery School,prek,"939 83rd Street, Brooklyn NY 11228",11228,40.62032,-74.019635
Dreamland Day Care,prek,"1379 West 7th Street, Brooklyn NY 11204",11204,40.612264,-73.981494
Wise Kidz,prek,"5814 Fort Hamilton Parkway, Brooklyn NY 11219",11219,40.633946,-74.004295
Bay One Preschool,prek,"7106 3rd Avenue, Brooklyn NY 11209",11209,40.634069,-74.026741
Brooklyn Chinese-American Association,prek,"757 60th Street, Brooklyn NY 11220",11220,40.636101,-74.010542
Step Ahead Llc,prek,"7100 Ridge Boulevard, Brooklyn NY 11209",11209,40.634736,-74.029407
Carroll BH LLC. dba Bunny Hill,prek,"345 91st Street, Brooklyn NY 11209",11209,40.619809,-74.031169
Little Sunshine Child Development,prek,"2171 68th Street, Brooklyn NY 11204",11204,40.612599,-73.983994
Worldtots,prek,"6813 8th Avenue, Brooklyn NY 11220",11220,40.630775,-74.01445
District 20 Pre-K Center at 1258 65th Street,prek,"1258 65th Street, Brooklyn NY 11219",11219,40.626555,-74.002486
District 20 Pre-K Center at 1668 46th Street,prek,"1668 46th Street, Brooklyn NY 11204",11204,40.631768,-73.98221
District 20 Pre-K Center at 1355 84th Street,prek,"1355 84th Street, Brooklyn NY 11228",11228,40.614466,-74.011425
District 20 Pre-K Center at 8501 5th Avenue,prek,"8501 5th Avenue, Brooklyn NY 11209",11209,40.622039,-74.025734
District 20 Pre-K Center at 7415 Fort Hamilton Parkway,prek,"7415 Fort Hamilton Parkway, Brooklyn NY 11228",11228,40.626158,-74.015894
District 20 Pre-K Center at 140 58th Street,prek,"140 58th Street, Brooklyn NY 11220",11220,40.645338,-74.022864
District 20 Pre-K Center at 21 Bay 11th Street,prek,"21 Bay 11th Street, Brooklyn NY 11214",11228,40.609976,-74.008608
St. Leo Catholic Academy,prek,"104-19 49th Avenue, Queens NY 11368",11368,40.744482,-73.858608
District 20 Pre-K Center at 2165 71st Street,prek,"2165 71st Street, Brooklyn NY 11204",11204,40.610983,-73.985835
District 20 Pre-K Center at 550 59th Street,prek,"550 59th Street, Brooklyn NY 11220",11220,40.639386,-74.014449
District 20 Pre-K Center at 1423 62nd Street,prek,"1423 62nd Street, Brooklyn NY 11219",11219,40.625899,-73.996729
P.S. 90 Edna Cohen School,prek,"2840 West 12th Street, Brooklyn NY 11224",11224,40.578255,-73.979628
P.S. 95 The Gravesend,prek,"345 Van Sicklen Street, Brooklyn NY 11223",11223,40.595698,-73.97518
P.S. 99 Isaac Asimov,prek,"1120 East 10th Street, Brooklyn NY 11230",11230,40.621565,-73.965595
P.S. 100 The Coney Island School,prek,"2951 West 3rd Street, Brooklyn NY 11224",11224,40.57732,-73.971313
P.S. 153 Homecrest,prek,"1970 Homecrest Avenue, Brooklyn NY 11229",11229,40.601617,-73.959779
P.S. 177 The Marlboro,prek,"346 Avenue P, Brooklyn NY 11204",11204,40.608604,-73.974847
P.S. 188 Michael E. Berdy,prek,"3314 Neptune Avenue, Brooklyn NY 11224",11224,40.577217,-74.000194
P.S. 199 Frederick Wachtel,prek,"1100 Elm Avenue, Brooklyn NY 11230",11230,40.616632,-73.963476
P.S. 209 Margaret Mead,prek,"2609 East 7th Street, Brooklyn NY 11235",11235,40.586845,-73.96198
P.S. 212 Lady Deborah Moody,prek,"87 Bay 49th Street, Brooklyn NY 11214",11214,40.587616,-73.985948
P.S. 215 Morris H. Weiss,prek,"415 Avenue S, Brooklyn NY 11223",11223,40.602084,-73.970013
P.S. 216 Arturo Toscanini,prek,"350 Avenue X, Brooklyn NY 11223",11223,40.590564,-73.969964
P.S. 225 - The Eileen E. Zaglin,prek,"1075 Ocean View Avenue, Brooklyn NY 11235",11235,40.579737,-73.956329
P.S. 226 Alfred De B. Mason,prek,"6006 23rd Avenue, Brooklyn NY 11204",11204,40.615252,-73.97635
P.S. 238 Anne Sullivan,prek,"1633 East 8th Street, Brooklyn NY 11223",11223,40.608862,-73.965058
P.S. 253,prek,"601 Oceanview Avenue, Brooklyn NY 11235",11235,40.579607,-73.962071
P.S. 288 The Shirley Tanyhill,prek,"2950 West 25th Street, Brooklyn NY 11224",11224,40.574411,-73.99194
P.S. 329 Surfside,prek,"2929 West 30th Street, Brooklyn NY 11224",11224,40.574607,-73.996292
Bais Yaakov D'Chassidei Gur,prek,"1975 51st Street, Brooklyn NY 11204",11204,40.62465,-73.977946
Barkai Yeshivah,prek,"5302 21st Avenue, Brooklyn NY 11204",11204,40.622029,-73.976845
Bambi Day Care,prek,"1981 Homecrest Avenue, Brooklyn NY 11229",11229,40.601446,-73.959725
Hidec,prek,"1401 Avenue I, Brooklyn NY 11230",11230,40.627493,-73.962638
St. Athanasius School,prek,"6120 Bay Parkway, Brooklyn NY 11204",11204,40.615966,-73.979239
St. Peter Catholic Academy,prek,"8401 23rd Avenue, Brooklyn NY 11214",11214,40.601656,-73.990468
The Cheder,prek,"129 Elmwood Avenue, Brooklyn NY 11230",11230,40.627087,-73.975748
Yeshivah of Flatbush,prek,"919 East 10th Street, Brooklyn NY 11230",11230,40.62638,-73.966486
Yeshiva Ohr Shraga,prek,"1102 Avenue L, Brooklyn NY 11230",11230,40.619994,-73.964101
Neptune Avenue Head Start,prek,"293 Neptune Avenue, Brooklyn NY 11235",11235,40.581079,-73.964133
NYL/WOC Midwood,prek,"1520 East 13th Street, Brooklyn NY 11230",11230,40.612044,-73.960799
PAL La Puerta Abierta,prek,"3001 West 37th Street, Brooklyn NY 11224",11224,40.573177,-74.002509
Bet Yaakov Ohr Sarah,prek,"1123 Avenue N, Brooklyn NY 11230",11230,40.615246,-73.963056
Bet Yaakov Ateret Torah,prek,"2166 Coney Island Avenue, Brooklyn NY 11223",11223,40.6042,-73.961654
PAL Carey gardens,prek,"2964 West 23rd Street, Brooklyn NY 11224",11224,40.574699,-73.989827
Mazel Day School,prek,"2901 Brighton 6th Street, Brooklyn NY 11235",11235,40.581262,-73.962786
Buratino International Day Care,prek,"2962 Brighton 1st Street, Brooklyn NY 11235",11235,40.579312,-73.966521
Cinderella Day Care,prek,"130 Brighton 11th Street, Brooklyn NY 11235",11235,40.579529,-73.958028
M.S. Sunshine Day Care Center,prek,"3096 Brighton 6th Street, Brooklyn NY 11235",11235,40.577079,-73.961363
Magen David Yeshivah,prek,"2170 McDonald Avenue, Brooklyn NY 11223",11223,40.599872,-73.972845
"Red Hat Day Care Center, Inc.",prek,"1317 East 15th Street, Brooklyn NY 11230",11230,40.617221,-73.959874
Sephardic Community Center,prek,"1901 Ocean Parkway, Brooklyn NY 11223",11223,40.60211,-73.966289
Shorefront YM-YWHA,prek,"3300 Coney Island Avenue, Brooklyn NY 11235",11235,40.575607,-73.959463
Friends of Crown Heights 6,prek,"49 Avenue W, Brooklyn NY 11223",11223,40.591395,-73.982238
Shore Parkway Head Start,prek,"8885 26th Avenue, Brooklyn NY 11214",11214,40.590844,-73.991017
Znayka Daycare Center,prek,"228 Avenue U, Brooklyn NY 11223",11223,40.596686,-73.97582
"Yeled V'Yalda ECC, Inc.",prek,"2166 Coney Island Avenue, Brooklyn NY 11223",11223,40.6042,-73.961654
Life - Coney Island,prek,"2757 West 33rd Street, Brooklyn NY 11224",11224,40.578145,-74.00018
Family Head Start Coney Island,prek,"2960 West 27th Street, Brooklyn NY 11224",11224,40.573668,-73.992869
Yeled V_™ Yalda,prek,"1200 Ocean Parkway, Brooklyn NY 11230",11230,40.619565,-73.969609
YWCA-NYC Roberta Bright Early Learning Center,prek,"3001 West 37th Street, Brooklyn NY 11224",11224,40.573177,-74.002509
Congregation Yeshiva Bnei Torah,prek,"1571 55th Street, Brooklyn NY 11219",11219,40.628149,-73.989772
Yeshivat Darche Eres,prek,"49 Avenue T, Brooklyn NY 11223",11223,40.598167,-73.983428
Butterfly Day Care Center,prek,"2770 East 16th Street, Brooklyn NY 11235",11235,40.584237,-73.952711
Sunshine Center of Coney Island,prek,"2929 West 31st Street, Brooklyn NY 11224",11224,40.575048,-73.997455
Gold Material Montessori School,prek,"105 Kings Highway, Brooklyn NY 11214",11214,40.606196,-73.987791
Dezzenterprise LLC,prek,"3524 Neptune Avenue, Brooklyn NY 11224",11224,40.577077,-74.001444
IP Kids,prek,"2631 86th Street, Brooklyn NY 11223",11223,40.596232,-73.984383
"Ronomoza, Inc. / The Learning Experience",prek,"412 Kings Highway, Brooklyn NY 11223",11223,40.604473,-73.974795
"Circle, Triangle, Square Daycare, Inc.",prek,"2720 86th Street, Brooklyn NY 11223",11223,40.594458,-73.981489
Neshama Preschool,prek,"723 Avenue Z, Brooklyn NY 11223",11223,40.58655,-73.967352
ABC Plus,prek,"1018 Banner Avenue, Brooklyn NY 11235",11235,40.583509,-73.959711
Learn and Explore,prek,"330 Neptune Avenue, Brooklyn NY 11235",11235,40.58084,-73.965177
Little Scholars Learning Center,prek,"52 Quentin Road, Brooklyn NY 11223",11223,40.605325,-73.984727
Wonderland P.A. LLC,prek,"1018 Avenue Y, Brooklyn NY 11235",11235,40.589474,-73.960236
Little Scholars II,prek,"448 Neptune Avenue, Brooklyn NY 11224",11224,40.579867,-73.970207
Sarah Winner Daycare,prek,"2997 Ocean Parkway, Brooklyn NY 11235",11235,40.577413,-73.968267
Bam Bam'S Playhouse,prek,"714 Banner Avenue, Brooklyn NY 11235",11235,40.583372,-73.960816
Tiny Bumblebees,prek,"2848 Brighton 7th Street, Brooklyn NY 11235",11235,40.582365,-73.962105
Neshama Preschool-431 Avenue P,prek,"431 Avenue P, Brooklyn NY 11223",11223,40.608993,-73.97149
Kings Pointe Talent Inc.,prek,"1457 West 5th Street, Brooklyn NY 11204",11204,40.611679,-73.979344
Brooklyn's Daily Discovery Pre-K Center at 2202 60th Street,prek,"2202 60th Street, Brooklyn NY 11204",11204,40.616479,-73.978093
Brooklyn's Daily Discovery Pre-K Center at 1215 Avenue X,prek,"1215 Avenue X, Brooklyn NY 11235",11235,40.591856,-73.95842
Brooklyn's Daily Discovery Pre-K Center at 385 Avenue W,prek,"385 Avenue W, Brooklyn NY 11223",11223,40.592894,-73.968638
